nomor,tahun,judul,deskripsi,lokasi,status,detail_url,scraped_at
498,2017,konflik dengan kehutanan dan kebun raya massenrempulu Kab. Enrekang,,Hutan Lindung,Hutan Lindung,https://tanahkita.id/data/data/konflik/detil/MWgzVHg3VHI4Sk0,2026-06-09T06:46:16.017947+07:00
499,2008,Konflik Plasma Masyarakat Desa Dawak dengan PT. Bumitama Gunajaya Abadi,,Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/MzBNbWVaVzZEQ3c,2026-06-09T06:46:16.017947+07:00
500,2017,Lahan Masyarakat Desa Piondo diserobot PT BHP,,Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/MmRqbWpQejliSE0,2026-06-09T06:46:16.017947+07:00
501,2017,Lahan Pertanian Masyarakat Desa Mapung di Klaim Sebagai Hutan Lindung,,Hutan Lindung,Hutan Lindung,https://tanahkita.id/data/data/konflik/detil/T25YSEhLaFNRUEU,2026-06-09T06:46:17.167439+07:00
502,2014,Hilangnya Hak Masyarakat Adat dayak Maâ€™anyan Mengelola sumber daya Alamnya,"Menurut pemerintah tanah/wilayah adat masyarakat adat Dayak Maâ€™ayan
Janah Jari semua adalah milik negara, karena terbukti tanah
masyarakat adat dipandang sebelah mata oleh pemerintah atau
perusahaan. Penunjukan atau penetapan wilayah tersebut oleh
pemerintah hanya dengan memberikan izin kepada perusahaan saja lalu
dengan izin tersebut perusahaan menguasai wilayah atau tanah.
Perubahan status tanah tersebut setelah investor masuk kewilayah
Kampung Janah Jari. Dahulu Kampung (Tumpuk) adalah tanah yang di
kelola bersama oleh masyarakat kampung, namun sekarang dikuasai
oleh perusahaan. 
Alasan perusahaan pada waktu pembukaan wilayah hutan untuk
perkebunan adalah agar membuka lapangan kerja bagi masyarakat
kampung. Selain itu banyak lagi janji-janji yang diumbar oleh pihak
perusahaan kepada masyarakat adat terkait dengan kesejahteraan yang
didapatkan oleh masyaraat. Kemudian janji-janji pihak perusahaan
waktu itu adalah apabila ijin usaha selesai tanah akan dikembalikan
kepada masyarakat ucap pimpinan perusahaan PT. Haspram ketika itu.
Namun, kenyataannya sampai sekarang tanah masyarakat tetap
dikuasai oleh perusahaan yang sudah berganti nama menjadi PT
Polymers Kalimantan Plantation dan saat juga berubah nama PT 
Sendabi Indah Lestari. 
Ada beberapa konsesi yang masuk misalnya didalam areal perkebunan
yang saat ini dikuasai oleh PT Sandabi Indah Lestari (SIL), yaitu
banyaknya perijinan pertambangan yang masuk kedalam wilayah adat Janah Jari seperti PT Sinar Barito Global, PT Senamas Energy Mineral,
PT REM, PT Alam Karunia Mineral, dan CV Karisma Jaya. Sekarang yang
sudah melakukan penambangan adalah PT Sinar Barito Global, namun
tidak dapat beroperasi karena bermasalah dengan PT Sendabi Indah
Lestari yang disebabkan tumpang tindih perizinan. Perizinan yang
masuk di Janah Jari untuk saat ini selain kebanyakan izin pertambangan
yang diberikan oleh Mantan Bupati Barito Timur Drs. Zain Alkim. Izin
yang diberikan juga bervariasi sesuai dengan kebutuhan perusahaan
yang membutuhkan.
PT Haspram mulai beroperasi pada tahun 1988 sedangkan HGU yang
terbit Pada tanggal 12 April 1995 dengan No : 25/HGU/2 BPN/1995 yang
luas Wilayahnya 3306 ha atas Nama PT Polymer Kalimantan Plantation.
Sedangkan pada saat Pemberian Balik Nama Izin Usaha Perkebunan
Atas Nama PT Sendabi Indah Lestari No 366 pada 4 November Tahun
2011 dengan jumlah luasan areal HGU 5306,112 ha yang mana luasan ini
melingkupi Kecamatan Awang, Patangkep Tutui dan Dusun Timur,
Kabupaten Barito Timur, Kalimantan Tengah dan jumlah IUP PT Sendabi
Indah Lestari areal 2000,112 ha.",Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/SW50d0d3Qzd4V3c,2026-06-09T06:46:17.167439+07:00
503,2013,Kawasan Hutan di dalam Desa Masalle,"Tanah yang  di kuasai oleh kehutanan di desa masalle adalah tanah leluhur nenek moyang pak  amir, pada saat Indonesia di jajah oleh belanda tahun 1935 tanah ini banyak di isi dengan tanaman tahunan seperti kopi lama-kelamaan tanah ini berubah menjadi tanaman pepohanan seperti kayu jati dan beberapa pepohon yang ditanam yang memiliki nilai ekonomis.",Hutan Lindung,Hutan Lindung,https://tanahkita.id/data/data/konflik/detil/VzhVbmVDakRDR0E,2026-06-09T06:46:17.167439+07:00
504,2017,Desa benteng alla Utara (Enrekang)dan Kaduaja (Toraja) Komunitas Adat Tangsa,"Tanah yang berada di 2 kabuapen  Enrekang dan Toraja yang berada di perbatasan dan masyarakat adat disini mengolah ini tanah berpindah-pindah setelah banyak penduduk di situ akhir masyarakat disini menetap sampai sekarang, pada tahun 70 an hutan yang berada di atas kebun masyarakat itu yang di patok oleh dinas kehutanan untuk dijadiakn hutan  lindung",Hutan Lindung,Hutan Lindung,https://tanahkita.id/data/data/konflik/detil/Wk1RZFdlblh1TTg,2026-06-09T06:46:17.167439+07:00
505,2008,konflik Plasma Masyarakat Desa kinjil dengan Pt. Bumitama Gunajaya Abadi,,Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/d2hoV1BtamtpcXM,2026-06-09T06:46:17.167439+07:00
506,2014,Konflik Komunitas Masyarakat Adat Dayak Benuaq Kampung  Muara Tae VS  PT. Munte Waniq Jaya Perkasa,"Kampung Muara Tae adalah sebuah kampung yang berlokasi di Kecamatan Jempang, Kabupaten Kutai Barat, Kalimantan Timur. Warga Kampung Muara Tae sangat beragam, terdiri dari warga asli (Dayak Benuaq ada sekitar 30%) dan warga pendatang (Toraja, Batak dan Jawa sekitar 70%).  Kampung Muara Tae menjadi Kampung Definitif pada tahun 2004 setelah di mekarkan dari Kampung Mancong. Kampung Muara Tae terdiri dari 4 empat) Rukun Tetangga (RT), jumlah penduduk 2.260 jiwa. Penduduk asli Kampung Muara Tae adalah suku Dayak Benuaq. Mata pencaharian asli penduduk kampung Muara Tae adalah berladang, memungut rotan, berburu, dan menyadap karet.  Pada tahun 2011 PT Munte Waniq Jaya Perkasa (MWJP)  terlibat masalah sengketa lahan dengan warga suku dayak Benuaq yang tinggal dari Muara Tae. Perusahaan itu membuldoser paksa lahan warga untuk pembukaan lahan kelapa sawit.",Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/bTBzRFozOHc0OFE,2026-06-09T06:46:17.167439+07:00
507,2008,Konflik Plasma Masyarakat Desa Riam Durian dengan PT. Bumitama Gunajaya Abadi,,Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/S0Nxbl9rSXY5aFE,2026-06-09T06:46:17.167439+07:00
508,2008,Konflik Plasma Masyarakat Desa Sukajaya dengan PT. Bumitama Gunajaya Abadi,,Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/ZG9mOFhNVm1zYXc,2026-06-09T06:46:17.167439+07:00
509,2013,Kawasan Hutan di dalam WIlayah Adat Bassaran,"Sebelum Indonesia ada tanah ini sudah di kelolah oleh masyarakat Adat Bassaran, luas lahan 300 ha di kelolah secara turun temurun dan hasilnya di bagi rata kepada semua masyarakat Adat Bassaran, semua masalah yang ada di masyarakat adat Bassaran  tidak pernah sampai di kecamatan  (camat) dan semua masalah akan di selesaikan di kamunitas masyarakta adat. Didalam hutan lindung yang di patok oleh pemerintah menyimpan banyak hasil alam yang bisa di manfaatkan oleh masyarakat, seperti tanaman obat-obatan, ayam hutan, inikan bisa sebagai mata pencarian pendapatan masyarakat, dan masyarakat yang sering cari makan didalam hutan sekarang tidak  lagi karna ada ganguan piskologi masyarakat sehingga muncul rasa ketakutan, setiap mereka masuk dalam hutan mereka dikerjar oleh kehutanan sekitar lebih 30 tahu masyarakat adat  di kejar-kejar oleh kehutanan kejadian ini berjalan cukup lama  sampai-sampai masyarakat banyak yang ketakutan, dan juga  kebun masyarakat  di ambil oleh kehutanan lindung tanpa ada sosialisasi pada  masyarakat yang di jadiakan kawasan hutan lindung.",Hutan Lindung,Hutan Lindung,https://tanahkita.id/data/data/konflik/detil/cFJsU2NSX2VLQzA,2026-06-09T06:46:17.167439+07:00
510,2017,Wilayah Adat Ngapa Vatutela Masuk dalam kawasan TAHURA,,Taman Wisata Alam,Hutan Konservasi,https://tanahkita.id/data/data/konflik/detil/V285cjlXaTBhNjA,2026-06-09T06:46:17.167439+07:00
511,2013,komunitas adat kalupini,,Hutan Lindung,Hutan Lindung,https://tanahkita.id/data/data/konflik/detil/eWYydjJGRUowcnM,2026-06-09T06:46:18.609522+07:00
512,2017,kawasan hutan dalam Masyarakat Adat Kalupini,"Tanah  yang  di tempati masyarakat adat kalupini sudah berpuluh-puluh tahun semenjak nenek moyang mereka menguasai dan mengelolah ini tanah dengan menanam berbagai tanaman tahunan, hanya untuk mencukupi kehidupan sehari-hari dan ada juga tanaman satu kali menanam dalam satu tahun seperti tanaman  padi dan jagung.",Hutan Lindung,Hutan Lindung,https://tanahkita.id/data/data/konflik/detil/T0tfMUNrOW9pajg,2026-06-09T06:46:18.609522+07:00
513,2010,Konflik Masyarakat Sei Ahas dengan PT. Rezeki Alam Semesta Raya,,Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/WFdnamNqTWxFU2M,2026-06-09T06:46:18.617878+07:00
514,2017,Wilayah Adat Kasiala masuk dalam kawasan hutan,,hutan,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/Umd4bEFaU1dJRVk,2026-06-09T06:46:18.617878+07:00
515,2017,Wilayah Adat Uematopa masuk dalam kawasan hutan,,hutan,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/M3ZuOGVTblBrVzg,2026-06-09T06:46:18.617878+07:00
516,2006,Desa Baringin dalam kawasan hutan,Dinas kehultanan  mematok itu lahan masyarakat di desa baringin dan masyarakat menolak pada saat itu,Hutan Lindung,Hutan Lindung,https://tanahkita.id/data/data/konflik/detil/NzFDdVFid3dwcms,2026-06-09T06:46:18.617878+07:00
517,2008,Perambahan Hutan Larangan Adat Suku Ampang Delapan Talang Mamak Oleh PT. Selantai Agro Lestari,Konflik dipicu oleh perambahan hutan untuk perkebunan sawit di rimba pusaka Penyabungan dan Pangunaan pada 2004 terjadi hingga ke Sungai Tunu yang mengancam peninggalan leluhur Talang Mamak.  PT SAL yang belum memiliki HGU sudah beroperasi seenaknya dan menggusur hutan adat yang menjadi tempat bergantung hidup masyarakat.,Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/elVBNFZoMGRCekE,2026-06-09T06:46:18.617878+07:00
518,2014,dianiaya di tanah leluhur,"Dalam Peraturan Daerah Kabupaten Bengkayang No.12 Tahun 2008,
tentang Penyelenggaraan Usaha Perkebunan, pada bagian ketentuan
umum poin 10 disebutkan adanya kemitraan Perkebunan adalah
hubungan kerja yang saling menguntungkan, menghargai, bertanggung
jawab, memperkuat dan saling ketergantungan antara perusahaan
perkebunan dengan pekebun, karyawan, dan masyarakat sekitar
perkebunan. Sekiranya ketentuan tersebut diterapkan, maka Masyarakat
Adat Desa Semunying Jaya mungkin akan menerimanya, tetapi praktik 
perampasan lahan, penggusuran kampung, kebun, dan lahan pertanian 
masyarakat atas nama pembangunan serta terjadinya kriminalisasi
tokoh masyarakat, rusaknya ekosistem, situs sejarah dan struktur sosial
budaya masyarakat adat Semunying Jaya menyebabkan sering terjadi
konflik vertikal dan horizontal yang tidak pernah diselesaikan dengan 
proporsional. Itulah sebabnya kasus Semunying Jaya menjadi fokus
pembahasan utama di tingkat kabupaten, provinsi, dan nasional. 
Pertanyaan kritis muncul, mengapa berbagai regulasi yang dikeluarkan
begitu mudah dibelokan untuk keuntungan pihak pengembang usaha
perkebunan (dalam hal ini PT Ledo Lestari). Sepertinya pihak pengelola
perkebunan telah menjadi buta mata dan hatinya sehingga tidak mau
tahu jeritan dan penderitaan masyarakat adat sebagai petani
perladangan. Hal ini terungkap dari hasil wawancara pada tanggal 28
Agustus 2014, seperti dikemukakan oleh Pak Abulipah sebagai berikut: 
â€œPT Ledo Lestari di Semunying Jaya telah melakukan perampasan
hak-hak atas tanah kami, dikatakan merampas karena lahan yang
mereka rampas dan kerjakan merupakan lahan milik kesayangan warga
kami Semunying Jaya. Lahan tersebut terus kami jaga dan bila lengah
sehari saja ditinggalkan maka lahan tersebut sudah digusur
perusahaan. pihak sawit menawarkan kompensasi paksa untuk lahan
tersebut, bila menolak kompensasi, maka lahan tersebut diambil begitu
saja. Sesungguhnya, kami tidak pernah rela menyerahkan lahan kami
kepada perusahaan walaupun pada kenyataannya lahan tersebut telah
ditumbuhi pohon sawit. Jangan dikira kami mau menjual tanah-tanah
kami tersebut.â€ Tegas Abulipah dengan penuh keyakinan. Abulipah
berkeyakinan bahwa akan ada masanya kejahatan itu akan dipatahkan
oleh kebenaran.",Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/eTVMdlVQYTRkcW8,2026-06-09T06:46:18.618233+07:00
519,1986,Kenegerian Batu Sanggan dengan Kawasan Suaka Margasatwa,,Cagar Alam,Hutan Konservasi,https://tanahkita.id/data/data/konflik/detil/bE5mVS1GNWozeEE,2026-06-09T06:46:18.618233+07:00
520,2017,MA Batulasung (Suku Dayak Meratus) Vs PT. Kodeco Timber,"Miso Putra Dayak menegaskan warga Dayak Meratus sudah hidup secara turun temurun, berburu dan berladang di wilayah adat atau hak ulayat untuk melangsungkan kehidupan dan penghidupan. Kini, beber dia, sejak 1968, masyarakat adat Dayak Meratus khususnya di Kabupaten Kotabaru dan Tanah Bumbu justru terus digusur dan diusir oleh korporasi atau perusahaan yang mengklaim memiliki izin dari pemerintah seperti PT Kodeco Timber, PT Jhonlin Group, dan lain sebagainya.",hutan,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/UWtaMk01ZjVOV2c,2026-06-09T06:46:18.618233+07:00
521,2005,Konflik Masyrakat Kemawen denga PT. Berjaya Agro Kalimantan,,Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/djZrSW9sdTdsV1k,2026-06-09T06:46:19.749553+07:00
522,2014,Jalan Panjang Perjuangan   Suku Anak Dalam (SAD) 113 Melawan Perusahaan Perkebunan Sawit  PT. Asiatic Persada,"Konflik perebutan lahan antara PT Asiatic Persada dengan masyarakat
SAD merupakan konflik lahan yang berkepanjangan. Resolusi sulit
mencampai titik pangkal. Setiap konsesus berakhir dengan
penghianatan ataupun kecurangan dari pihak perusahaan sehingga
menimbulkan reaksi yang semakin keras dari masyarakat SAD Batin
Sembilan.
Perusahaan perkebunan sawit PT Asiatic Persada (semula bernama PT
Bangun Desa Utama/BDU) mendapatkan izin konsesi sejak tahun 1986
melalui SK No. 46/SHSU DA/1986 berupa Hak Guna Usaha (HGU). Izin
HGU PT AP tersebut dikeluarkan satu tahun setelah diterbitkannya
Keputusan Gubernur Kepala Daerah Tingkat I Jambi No. 188.4/599
Tahun 1985 tentang pencadangan tanah seluas 40 ribu ha untuk PT BDU
untuk penggunaan Proyek Perkebunan Sawit. Surat Keterangan tersebut
diterbitkan oleh Badan Koordinasi Penanaman Modal Daerah (BKPMD).
Namun, setahun setelah diterbitkannya izin HGU PT Asiatic Persada
seluas 20 ribu ha, pada tahun 1987 Balai Inventarisasi Tata Guna Hutan
mengeluarkan SK yang menyatakan bahwa dari 40 ribu ha lahan yang
dicadangkan untuk perkebunan PT Asiatic Persada, hanya sebesar
27.150 ha yang bisa dilepaskan untuk kepentingan perkebunan sawit
perusahaan. Sementara itu, izin HGU yang sudah dikeluarkan satu tahun 
sebelumnya itu (1986), luasnya mencapai 20.000 ha.
Saat status kawasan hutan dilepaskan untuk kepentingan perkebunan
sawit tersebut, seluas 1.485 ha merupakan areal kerja HPH PT Tanjung
Asa, sebesar 10.550 merupakan areal kerja HPH PT Rimba Makmur, dan
sebesar 15.115 ha merupakan areal kerja HPH PT Asialog.",Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/OVg0Qm1DZlpyQlE,2026-06-09T06:46:19.749553+07:00
523,2017,MA Mukim Lango Vs PT. Raja Garuda Mas,"Konflik ini berawal dari SK Menhut no 799/Kpts-VI/1998 yang dijadikan landasan bagi PT Raja Garuda Mas Lestari beroperasi hingga wilayah permukiman Lango sehingga mengaggu aktivitas ekonomi utama masyarakat. Konflik agraria yang terjadi di wilayah masyarakat adat mukim lango didasari dengan tidak adanya kebijakan untuk menyediakan kepastian penguasaan terhadap akses atas tanah, seumberdaya alam, wilayah kelola masyarakat termasuk pada akses bagi masyarakat adat yang berada di dalam kawasan hutan Negara. Sehingga dalam proses pemberian ijin/hak/konsesi oleh pejabat publik (Menteri kehutanan, Menteri ESDM, Kepala BPN, Gubernur dan Bupati) kepada pengusaha hutan, perkebunan dan pertambangan dengan mudah memasukkan wilayah adat/tanah/wilayah kelola/SDA kepunyaan Masyarakat Adat kedalam wilayah konsesi perusahaan tersebut. Secara kebijakan khusus di Aceh memang ada pengakuan keistimewaan dalam bidang Agama, Adat, Pendidikan dan Peran ulama, yang tertuang dalam UU Nomor 44 Tahun 1999, Tentang Penyelenggaraan Keistimewaan Propinsi Daerah Istimewa Aceh. Dengan adanya UU tentang Pemerintahan Aceh no 11 tahun 2006 ini merupakan penguat dari UU sebelumnya. Akan tetapi kebijakan tersebut tidak ada yang menerangkan kepastian akan hak masyarakat adat terhadap wilayah adatnya. Selain itu juga hokum hokum adat yang telah ada dari dulunya yang terus berlaku dan berkembang dalam kehidupan masyarakat adat diabaikan dan tidak diakuainya atau dimasukannya dalam produk kebijakan perundang undangan agrarian, kehutanan dan pertambangan. Pada saat konflik bersenjata di aceh berlangsung menjadi kekuatan bagi pihak Pengusaha yang memiliki hubungan dekat dengan rezim penguasa untuk memudahkan mendapat akses terhadap penguasaan, pemilikan, penggunaan, dan peruntukan tanah/hutan/Sumberdaya alam lainnya. Hal ini juga terjadi diwilayah adat Mukim Lango yang mengalami Perampasan hak atas tanah dan sumberdaya alamnya.",hutan,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/NEFEVEdldW1HTlU,2026-06-09T06:46:19.749553+07:00
524,2017,MA Matteko Vs PT. Adimitra Pinus Utama,"Masyarakat hukum adat Matteko berada di Desa Erelembeng, Kecamatan Tombolo Pao, Kabupaten Gowa, Sulawesi Selatan. Secara geografis bentang wilayah Dusun Matteko berbukit-bukit dengan ketinggian antara 900-1.400 meter dari permukaan laut.  Konflik ini muncul akibat dari mulai terbatasnya akses masyrakat terhadap kawasanya sendiri yang diperkuat dengan izin penyadapan pohon pinus yang diterbitkan oleh Dinas Kehutanan Kabupaten Goa. Sehingga masyarakat merasa terintimidasi diwilayhnya sendiri.",hutan,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/QVJpUFJpQjJuekk,2026-06-09T06:46:19.749553+07:00
525,2017,Wilayah Adat Vananga Bulang,,hutan,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/OHlmREtXWU1fMFE,2026-06-09T06:46:19.749553+07:00
526,2014,PT. Kalimantan Citra Lestari VS Warga Mantangai Hulu,Penolakan terhadap perusahaan perkebunan sawit karena berada dalam wilayah kelola warga. Penyerobotan lahan kelola warga dan kelompok 3 tani.,Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/V18tQXVnVnpLS3c,2026-06-09T06:46:19.749553+07:00
527,2017,Wilayah Adat Mpoa,,hutan,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/SUZsMnNtVEV0U0k,2026-06-09T06:46:19.749553+07:00
528,2014,Kepulauan Aru terancam tenggelam,"Kabupaten Kepulauan Aru merupakan gugusan kepulauan yang
dibatasi dengan selat-selat yang oleh masyarakat Aru selalu
menyebutnya dengan sebutan sungai. Walaupun jika kita 
menelusuri apa yang mereka sebut sebagai sungai, tidak pernah kita
dapati sumber airnya, tetapi yang di dapat adalah laut bebas. Pada tahun
2010 masyarakat adat kepulauan Aru dikejutkan dengan hadirnya
perusahaan-perusahaan besar, yang mengajukan pemohonan izin
perkebunan ke Pemerintah Kabupaten Kepulauan Aru wilayah-wilayah
adat, dari komunitas-komunitas adat yang selama ini hidup turuntemurun
jauh sebelum Negara
Kesatuan Republik Indonesia terbentuk.
Pada tahun 2010 Pemerintah Kabupaten Kepulauan Aru telah
mengeluarkan Izin Usaha Perkebunan kepada Konsorsium PT Menara
Group yang akan melakukan aktivitas di atas tanah Aru.",hutan,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/OG1qQURiRlFIcnM,2026-06-09T06:46:19.749553+07:00
529,2016,Penyerobotan Lahan Masyarakat Desa Ramang oleh Perusahaan,"PT. AGL Menggusur kebun dan ladang masyarakat seluas sekitar 800 Ha. Perusahaan tidak pernah melakukan sosialisasi, apalagi membeli tanah ke warga. Warga menolak PT.AGL, menuntut ganti rugi tanam tumbuh, dan menuntut pengembalian tanah.",Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/bUxxN3Z3MFdpQjQ,2026-06-09T06:46:19.749553+07:00
530,2017,Balai Besar Konservasi Sumber Daya Alam Prov. NTT (Taman Wisa Alam Ruteng) â€“ Kab. Manggarai (Colol),"MA Colol merupakan masyarakat adat yang telah menetap sejak tahun 1800an dan telah mengalami pemekaran desa sebanyak 4 desa akibat dari pertambahan jumlah penduduknya. keempat desa tersebut adalah 1) Kampung Colo (induk), 2) Kampung Biting, 3) Kampung Welu, dan 4) Kampung Tangkul. Namun keberadaan MA Colol tidak diakui oleh oleh pemerintah daerah walaupun sebenarnya secara tertulis MA Colol masuk ke dalam daftar masyarakat adat sesuai dengan MK 35. Akibatnya sering terjadi konflik vertikal antara MA Colol dan pemerintah daerah.",Taman Wisata Alam,Hutan Konservasi,https://tanahkita.id/data/data/konflik/detil/MFZNZ0ZlajlJcnM,2026-06-09T06:46:19.749553+07:00
531,2017,Wilayah Adat Ngata Toro sebagian besar masuk Taman NAsional Lore Lindu,Orang Toro merupakan bagian dari rumpun Suku Kulawi.  Wilayah adatnya sebagian besar tumpang tindih dengan Taman Nasional Lore Lindu yang ditetapkan sejak tahun 1981.,Taman Nasional,Hutan Konservasi,https://tanahkita.id/data/data/konflik/detil/OFNWTWx6M2FVdWM,2026-06-09T06:46:20.990762+07:00
