nama_perusahaan,jenis_badan_usaha,provinsi,nib,npwp,telepon,email,alamat,jumlah_izin,jumlah_izin_nikel,jumlah_izin_lainnya,status_iup,komoditas,golongan,lokasi_izin,total_luas_ha,nilai_investasi_usd_juta,nilai_investasi_idr_miliar,tahun_investasi,kapasitas_produksi_ton_tahun,jenis_kapasitas,status_operasional,sumber_data_investasi,sumber_data_kapasitas,catatan
FARDAN TOLAKINDO PERKASA,Perusahaan Komanditer (CV),Sulawesi Tenggara,2806220080016,72062646*******,082227637224___,,JL GUNUNG NIPA-NIPA NO 11,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE SELATAN,131.49,,,,,,,,,
GAMPING KOLAKA SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220104142303,94046216*******,081341505055,sigmautama2020@gmail.com,JL. SULTAN HASANUDDIN NO. 60,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. KOLAKA,95.55,,,,,,,,,
GARUDA PERKASA NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120008701231,071028988*******,,,JL. GUNUNG SAHARI V NO. 9A JAKARTA PUSAT,1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,1871.00,,,,,,,,,
GASING SULAWESI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120216212608,01937066*******,0411424641_____,,"JL. TIMAH V NO.9 KEL. BALLAPARANG, KEC. RAPPOCINI, KOTA MAKASSAR, SULAWESI SELATAN",1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. KOLAKA,103.46,,,,,,,,,
GASING SULAWESI MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1709240001258,012699339*******,085399061865,gasingsulawesimineral@gmail.com,JL TIMAH V NO 9,1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. BOMBANA,215.95,,,,,,,,,
GERBANG NUSANTARA,Perusahaan Komanditer (CV),Sulawesi Tenggara,9120117253109,75193166*******,082291424889___,,"Jl. Sao-Sao Lrg H Patoro III, Desa/Kelurahan Bende, Kec. Kadia",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KOLAKA UTARA,59.85,,,,,,,,,
GIO NIKEL NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,null_14867,,,,,1,0,1,LEGAL,,Mineral Logam,KOTA KENDARI,,,,,,,,,,
GLOBAL CITRA KONAWE UTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1207000612387,081089720*******,081389772861___,,"Desa Wawoluri dan Desa Kokapi, Kecamatan Motui",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE UTARA,71.32,,,,,,,,,
HANGTIAN NUR CAHAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0707220053082,060116336*******,081268305116___,,"Jl. Brigjen M. joenoes, kompleks Senopati Land Blok C No.22, bende, Kadia, Kota Kendari, Sulawesi Tenggara",1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,47.70,,,,,,,,,
HANKING MAKMUR NICKELSMELT,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,null_21594,,,,"KONAWE UTARA,
Kode Pos: 93341",1,0,1,LEGAL,,Mineral Logam,KAB. KONAWE UTARA,,,,,,,,,,
HARJA BUMI PERSADA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,3101240029309,049994445*******,0217500893_____,,"MTH Square, Jl. Letjen M.T. Haryono No.Kav 10 GF A4/A, Cawang, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE UTARA,185.66,,,,,,,,,
HOFFMEN ENERGI PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120209760928,002681896*******,,,"DESA WAWATU, KEC. MORAMO UTARA, KAB. KONAWE SELATAN",2,0,2,LEGAL,Batu Gamping; Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,82.64,,,,,,,,,
ILYAS KARYA,Perusahaan Komanditer (CV),Sulawesi Tenggara,1238000700593,02263619*******,085241603989___,,JL SAO SAO NO.210 KENDARI,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE SELATAN,71.06,,,,,,,,,
INTI BUMI SELARAS,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120508820115,002747685*******,02165308074,,RUKUN  SUNTER PERMAI BLOK D3 LT.1 JAKARTA UTARA 14350,1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,1014.00,,,,,,,,,
JAYA MINERAL POMALAA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0509230163142,039707290*******,082216836626___,,Jl. Jambu Kelurahan Tonggoni Kecamatan Pomalaa,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. KOLAKA,41.10,,,,,,,,,
JAYASINERGI MINERAL NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220000562269,94918776*******,082143795712___,,"Jl Tunggala BTN Bumi Indah Permatasari Blok B 34 Kel. Anawai, Kec. Wua-Wua",1,0,1,LEGAL,Tanah Urug,Batuan,KAB. KONAWE UTARA,303.26,,,,,,,,,
KARSA CIPTA PERSADA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0906220053746,002677625*******,082194888418,karsaciptapersadafvm@gmail.com,JALAN WAKAAKA NO. 18,1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,1722.00,,,,,,,,,
KARUNIA ALAM INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120111071267,02435784*******,02130003615,ptkai.asphalt@gmail.com,"JL. SURYOPRANOTO NO. 2, KOMPLEK HARMONI PLAZA BLOK B 42",1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,319.50,,,,,,,,,
KARYA BUANA BUTON,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220001323412,074502312*******,085342209470,,GEDUNG PLAZA SENTRAL LT 15 JL JENDRAL SUDIRMAN NO KAV 47-48,1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,961.00,,,,,,,,,
KARYA CITRA BUTON,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1012210023613,073706913*******,,,"JL. Dr. MAKALIWE RAYA NOMOR 16 A, GROGOL PETAMBURAN",1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,1000.00,,,,,,,,,
KARYA MEGAH BUTON,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120203362321,002387683*******,02156959150____,kmegahbuton@gmail.com,"JL. DR.MAKALIWE RAYA NO. 16A GROGOL PETAMBURAN, JAKARTA",1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,830.79,,,,,,,,,
KASMAR POLEANG RAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1206000142101,041201760*******,0218459790102__,,"Gedung Bank Panin Lantai 6, Jalan Jenderal Sudirman, Kav. 1, Gelora, Tanah Abang, Jakarta Pusat 10270",1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. BOMBANA,3386.01,,,,,,,,,
KEMILAU BERSAMA SAHABAT,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,3006220021606,060037660*******,08114127050____,,"Desa/Kelurahan	Lamokula, Kec. Moramo Utara, Kab. Konawe Selatan, Provinsi Sulawesi Tenggara",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,78.25,,,,,,,,,
KISWAH PERDANA,Perusahaan Komanditer (CV),Sulawesi Tenggara,0220007350771,02263870*******,,,"JL PAHLAWAN NO. 79 KEL. LAMOKATO, KEC. KOLAKA. TELP: 0405-2321160 & 2321161, FAX: 0405-231747",1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. KOLAKA,43.32,,,,,,,,,
KONAWEHA MAKMUR,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120201421017,01601935*******,,,"JL SULTAN HASANUDDIN NO.67A LT.II, KENDARI",1,0,1,LEGAL,Peridotit,Batuan,KAB. KONAWE,9.00,,,,,,,,,
KREASI KARBONAT UTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,2012220080543,62104657*******,085298818899___,,"Jl. Sorumba No.03 Desa/Kelurahan Anaiwoi, Kec. Kadia, Kota Kendari, Prov. Sulawesi Tenggara Kode Pos 93118",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE SELATAN,39.85,,,,,,,,,
KURNIA TEKNIK JAYATAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0280010122549,01621134*******,0317342507_____,,"JL. TELUK SAMPIT NO. 10, Desa/Kelurahan Perak Utara, Kec. Pabean Cantian, Kota Surabaya.",1,0,1,LEGAL,Kromit,Mineral Logam,KAB. KOLAKA UTARA,1088.00,,,,,,,,,
KYARA SUKSES MANDIRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120002501175,084958560*******,,,"Prosperity Tower Lantai 26, Kawasan District 8, SCBD Lot. 13 JI. Jend. Sudirman Kav. 52-53, SCBD, RT.5/RW.3, Kode Pos 12190",1,0,1,LEGAL,,Mineral Logam,KAB. KONAWE UTARA,,,,,,,,,,
LALOMERUI PERKASA,Perusahaan Komanditer (CV),Sulawesi Tenggara,509210027464,41976887*******,087810035537___,,"Jalan Poros Trans Sulawesi Desa Lalomerui, RT001 RW001, Kec.
Routa, Kab. Konawe – Sulawesi Tenggara",1,0,1,LEGAL,Pasir,Batuan,KAB. KONAWE,7.34,,,,,,,,,
LAMBOO INTI PASIR SILIKA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,3112220011388,062192823*******,081381792947___,,Kendari,1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,145.26,,,,,,,,,
LAUTAN BERKAH NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120008761432,071060753*******,,,WISMA BENHIL LT. DASAR BLOK C NO. 7 JL. JEND. SUDIRMAN KAV.36 JAKARTA PUSAT,1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,280.00,,,,,,,,,
LINTAS STONE MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,2012220081263,62104532*******,085298818899___,,"Jalan Sorumba Nomor 3, Desa/Kelurahan Anaiwoi, Kec. Kadia, Kota
Kendari, Provinsi Sulawesi Tenggara,
Kode Pos: 93118",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE SELATAN,53.64,,,,,,,,,
MALINDO BARA MURNI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,2212220008444,002431016*******,,,"JLN.H.AGUS SALIM RUKO NOMOR 7 KEL.WANGKANAPI,KEC WOLIO,KOTA BAUBAU,PROVINSI SULAWESI TENGGARA",2,0,2,LEGAL,Mangan,Mineral Logam,KAB. BUTON,695.00,,,,,,,,,
MAPAN JAYA SEJATI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120011240769,086579973*******,081341598888,mapanjayasejati@gmail.com,"Jl. MT Haryono No. 25 Kel. Bende, Kec. Kadia, Kota Kendari,",1,0,1,LEGAL,Batu Gamping,,KAB. KONAWE UTARA,44.28,,,,,,,,,
MAPAN MULIA MAKMUR,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120211130985,092148483*******,081332082299___,,CITRALAND SPAZIA ARCADEFOOD RUKO BLOK G NO 17 KOTA KENDARI PROVINSI SULAWESI TENGGARA,1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,666.04,,,,,,,,,
MARAKTI MINERAL RESOURCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1911230034528,99117440*******,082136960002___,,"Jalan Jetis Raya, Krajan, Kelurahan Wedomartani, Kec. Ngemplak, Kab. Sleman, Provinsi Daerah	Istimewa Yogyakarta",1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. BOMBANA,146.23,,,,,,,,,
MARAKTI MINERAL SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1811230008866,99107001*******,082136960002___,,"Jalan Jetis Raya,	Krajan,	Kelurahan Wedomartani, Kec.	Ngemplak, Kab. Sleman, Provinsi Daerah	Istimewa Yogyakarta",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE UTARA,265.28,,,,,,,,,
MATAIWOI JAYA MAKMUR,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120112091374,82167584*******,03133300017____,mataiwoijayamakmur@gmail.com,"Vieloft Soho Unit 1702, Ciputra World, Jalan Mayjend Sungkono, Gunung Sari, Dukuh Pakis, Kota Surabaya, Jawa Timur",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE UTARA,100.04,,,,,,,,,
MEKAR JAYA MORAMO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0253010160024,73774579*******,081341692222___,,"Desa Mekar Jaya, Kec. Moramo Utara,	Kab.
 Konawe Selatan,",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,37.03,,,,,,,,,
METRIX ELCIPTA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120110192237,01304091*******,,,JL. RAYA PEGANGSAAN II KM 3 JAKARTA PUSAT,1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,99.00,,,,,,,,,
MINERAL ABADI DJOJO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0306220049159,65657233*******,0818303737_____,,"Darmo Bavarian 2/B-6 RT005/RW003 Kel. Sukomanunggal Kec. Sukomanunggal Kab. Kota Surabaya Prov. Jawa Timur , Kode Pos 60188",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,59.40,,,,,,,,,
MINERALINDO BERKAH SEMESTA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0407230065509,039418329*******,08176869234____,,"JL. AHMAD YANI NO. 220, Desa/Kelurahan Anawai, Kec. Wua-Wua",1,0,1,LEGAL,Grafit,Mineral Bukan Logam Jenis Tertentu,KAB. KOLAKA,189.13,,,,,,,,,
MOLYNCO ASIA INDOTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0271010231708,096616387*******,081119970558,info-mai@molyncoasiaindotama.co.id,"Treasury Tower, Lantai 51 Unit B, District 8 SCBD Lot. 28, Jalan Jendral Sudirman Kavling 52-53",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. BUTON SELATAN,4984.60,,,,,,,,,
MORAMO KENCANA SAKTI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1710230130305,050757210*******,085398128666___,,"Jalan Martandu Nomor 17-19, Desa/Kelurahan Kambu, Kec.Kambu, Kota Kendari, Provinsi Sulawesi Tenggara 93231",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,7.84,,,,,,,,,
MOSA INTI RAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1279000240193,066286630*******,081119970556,info-mir@mosaintiraya.co.id,"Treasury Tower Lantai 51,Unit B, District 8, SCBD Lot. 28 Jalan Jendral Sudirman Kaveling 52-53",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,"KAB. BUTON, KAB. BUTON SELATAN",4924.00,,,,,,,,,
NAGA MAS SULTRA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220009322445,081768066*******,081339864485___,,"Ds Lapuko, Kec. Moramo, Kab- Konawe Selatan
Sulawesi Tenggara 93891",1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,92.19,,,,,,,,,
NAKA MOROWALI SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0302230041133,062580822*******,082123492992,info.nakamorowali@gmail.com,Jalan Trans Sulawesi Nomor 7,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. KOLAKA,91.24,,,,,,,,,
NURDIN KADIR,Perseorangan (SDR),Sulawesi Tenggara,9120100171256,07227550*******,085241777227___,,JL. MAYJEN S PARMAN/WARUNG SOP SAUDARA NO. 38 KEL. KEMARAYA KEC. KENDARI BARAT,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE SELATAN,5.00,,,,,,,,,
ORISON MINERAL SYNERGY,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1711220168965,61724292*******,081318084567___,,"GEDUNG 18 OFFICE PARK LT. 21 UNIT C, JL. TB SIMATUPANG NO.
18, Desa/Kelurahan Kebagusan, Kec. Pasar Minggu, Kota Adm. Jakarta
Selatan, Provinsi DKI Jakarta",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,46.73,,,,,,,,,
PANRITA BERKAH UTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1607220002419,60187318*******,6281241189947__,,"Komplek Diamond Alfa Praja, Blok C4, Kel. Anduonohu, Kec. Poasia, Kota Kendari, Sulawesi Tenggara",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE SELATAN,20.00,,,,,,,,,
PRATAMA MINERAL INTERNATIONAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0409210014817,043475486*******,,,"Komplek Ruko No. 2, Jl. Madusila, Kel. Andounohi, Kec. Poasia, Kota Kendari, Sulawesi Tenggara",1,0,1,LEGAL,,Mineral Logam,KOTA KENDARI,,,,,,,,,,
PUTINDO BUANA JAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220107861794,074502364*******,,,"JL. POROS PASARWAJO-LASALIMU, KANCINAA, KECAMATAN PASARWAJO, SULAWESI TENGGARA",1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,1383.29,,,,,,,,,
PUTINDO CIPTA JAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1512210046368,74502172*******,,,"JL. POROS PASARWAJO-LASALIMU, KANCINAA, KEC. PASARWAJO, KAB. BUTON, SULAWESI TENGGARA",1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,1000.00,,,,,,,,,
PUTRA KOLAKA SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120111281418,83688256*******,082331727667___,,"LAMEDAI, Desa/Kelurahan Lamedai, Kec. Tanggetada, Kab. Kolaka, Provinsi Sulawesi Tenggara, Kode Pos: 93563",1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. KOLAKA,199.59,,,,,,,,,
PUTRA UTAMA SUKSES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,null_10739,82545777*******,0401-3080359,,"JL. BADAK RT/RW 02/08 KEL. RAHAN DAUNA, KEC. POASIA, KOTA KENDARI, SULAWESI TENGGARA",1,0,1,LEGAL,,Mineral Logam,KOTA KENDARI,,,,,,,,,,
RAMADHAN MORAMO RAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120106651076,074294260*******,-,-,Jalan Poros Moramo,1,0,1,LEGAL,Batu Gamping,,KAB. KONAWE SELATAN,11.00,,,,,,,,,
REJEKI ALAM SULTRA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120501322812,81709189*******,04013082094____,,"JL.	BRIGJEN	M. YOENOES NO. 115 BY PASS, Desa/Kelurahan Kandai,
 Kec. Kendari, Kota Kendari, Provinsi Sulawesi Tenggara,",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KOLAKA,83.20,,,,,,,,,
RIDHA BUANA MANDIRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0612210020503,02856791*******,08124233477____,,"JL. KAKATUA NO. 1, KEL. LALOEHA, KEC. KOLAKA, KAB. KOLAKA, PROVINSI SULAWESI TENGGARA",1,0,1,LEGAL,Peridotit,Batuan,KAB. KOLAKA,5.32,,,,,,,,,
RIZQI PERDANA,Perusahaan Komanditer (CV),Sulawesi Tenggara,1208000521804,073927603*******,02129364338____,,"Chairil Anwar Lorong Nusantara, Desa/Kelurahan Wua Wua, Kec. Wua-Wua, Kota Kendari, Provinsi Sulawesi Tenggara",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE UTARA,84.50,,,,,,,,,
SASMAKA ANUGERAH ALAM,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,2601230047474,62546095*******,081331535102___,,"Diamond Park Residence, Permata Juanda Blok B Nomor 1, Raya
Juanda, Desa/Kelurahan Sedatiagung, Kec. Sedati, Kab. Sidoarjo,
Provinsi Jawa Timur,
Kode Pos: 61253",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,44.74,,,,,,,,,
SEJAHTERA ENERGI RESOURCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1601240066521,099921576*******,0,sejahteraenergiresources@gmail.com,"TREASURY TOWER LT. 10 UNIT N, DISTRICT 8, SCBD JL. JEND. SUDIRMAN NO. 52-53
",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE,3012.93,,,,,,,,,
SILIKA BERKAH BOMBANA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0109220071107,60766994*******,08128812778____,,"JALAN POROS BOMBANA-KOLAKA Desa/Kelurahan Ranokomea, Kec. Poleang Barat",1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. BOMBANA,178.81,,,,,,,,,
SILIKA CENTRA PRATAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,2508230058655,050056514*******,082240344207___,,"JL. BUNGA TANJUNG PERUMAHAN GRAND KEMARAYA	NO.	5, Desa/Kelurahan Watu-Watu, Kec. Kendari	Barat",1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,194.10,,,,,,,,,
SINAR BATUMAS MAKMUR,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120009771039,071366329*******,,,"Neo Soho Capital Lt 39 Unit 06 Jl. Letjen S. Parman Kav. 28, Grogol Petamburan, Jakarta Barat",1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,801.00,,,,,,,,,
SULAWESI SUKSES JAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0502220001264,76410495*******,085337088883___,,"JALAN PEMUDA NOMOR 5, Desa/Kelurahan Sabilambo, Kec. Kolaka,
Kab. Kolaka, Provinsi Sulawesi Tenggara",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE UTARA,10.71,,,,,,,,,
SULTRA INDOMINERAL LIMA TUJUH,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,null_16899,,,,"Jalan Patimura Kompleks Pergudangan Graha No. 1 B , Kota Kendari,
Desa/Kelurahan Watulondo, Kec. Puuwatu",1,0,1,LEGAL,,Mineral Logam,KOTA KENDARI,,,,,,,,,,
SULTRA SUMBER SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,3003230068474,82213059*******,08114098081____,,"JL. BRIGJEN	M. YOENOES NO. 115  BY PASS, Desa/Kelurahan Bende,
 Kec.Kadia,",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KOLAKA,135.09,,,,,,,,,
SUMBER ALAM MATA WAWATU,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0303220001397,63507138*******,081357816999___,,"DESA MATA WATU WATU, Desa/Kelurahan Wawatu, Kec. Moramo Utara,",2,0,2,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,10.18,,,,,,,,,
SURYA AMIEN SANTOSO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1205220046199,63596104*******,031994266828___,,"Jl. Raya Menganti 479, Desa/Kelurahan Babatan, Kec. Wiyung, Kota
Surabaya, Provinsi Jawa Timur",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,88.41,,,,,,,,,
TIAR SILICA INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220105650143,094969851*******,02184597901____,,"Jl. Palem Kartika No. 15 Bambu Apus - Cipayung, Jakarta Timur 13890",1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. BOMBANA,4892.00,,,,,,,,,
TIMUR MULTI PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0812210041003,070277599*******,08128545772____,,"Pesona Khayangan V Blok S No. 4 , Desa/Kelurahan Mekar Jaya, Kec.Sukmajaya, Kota Depok, Provinsi Jawa Barat",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE UTARA,21.37,,,,,,,,,
TRI MITRA BABARINA PUTRA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,3005230004326,39072563*******,085399034986___,,"Desa Muara Lapao pao Kec, wolo Kab. Kolaka Prov. Sulawesi tenggara",1,0,1,LEGAL,Peridotit,Batuan,KAB. KOLAKA,64.70,,,,,,,,,
WARA KIRANA BAKTI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120013201556,002677626*******,08114601951,warakiranabaktifvm@gmail.com,JALAN ERLANGGA NOMOR 102,1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,99.00,,,,,,,,,
WATU MORINI,Perusahaan Komanditer (CV),Sulawesi Tenggara,0908230104926,39665621*******,082188454884___,,"Jl. MALIK III NO. 1 B, Kelurahan Mandonga, Kec. Mandonga, Kota Kendari, Provinsi Sulawesi Tenggara",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,14.35,,,,,,,,,
WIJAYA KARYA ASPAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120105890681,091125532*******,02185909416____,,Kabupaten Buton,1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,315.42,,,,,,,,,
WIJAYA KARYA BITUMEN,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120019202871,001061013*******,02129386554____,,"SIGNATURE PARK 3RD FLOOR, SUITE 03-06, JL.M.T. HARYONO KAV 22, JAKARTA 12820",1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,100.00,,,,,,,,,
WINDYA PERSADA SULTRA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,3009220072507,84371018*******,085262221981___,,JL. GUNUNG MELUHU PERUMAHAN DIAMOND ALFA A NO.1 TOBUUHA PUUWATU,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE UTARA,62.14,,,,,,,,,
